Date,Day,Meal_Type,Headcount,Weather,Is_Exam,Is_Holiday,Food_Prepared,Food_Consumed
2023-11-30,Thursday,Breakfast,433,Sunny,1,0,122.35,109.88
2023-11-30,Thursday,Lunch,458,Sunny,1,0,250.66,212.81
2023-11-30,Thursday,Dinner,438,Sunny,1,0,263.81,239.83
2023-12-01,Friday,Breakfast,422,Sunny,0,0,114.58,107.74
2023-12-01,Friday,Lunch,447,Rainy,0,0,245.85,212.74
2023-12-01,Friday,Dinner,422,Sunny,0,0,269.88,226.12
2023-12-02,Saturday,Breakfast,224,Cold,0,1,64.37,56.93
2023-12-02,Saturday,Lunch,220,Sunny,0,1,96.86,89.17
2023-12-02,Saturday,Dinner,225,Sunny,0,1,133.28,111.34
2023-12-03,Sunday,Breakfast,211,Sunny,0,1,51.68,48.88
2023-12-03,Sunday,Lunch,249,Sunny,0,1,126.43,117.89
2023-12-03,Sunday,Dinner,231,Sunny,0,1,114.87,109.22
2023-12-04,Monday,Breakfast,391,Sunny,0,0,108.12,90.26
2023-12-04,Monday,Lunch,403,Sunny,0,0,193.99,170.44
2023-12-04,Monday,Dinner,386,Rainy,0,0,229.15,210.81
2023-12-05,Tuesday,Breakfast,412,Sunny,0,0,117.77,105.9
2023-12-05,Tuesday,Lunch,400,Sunny,0,0,206.4,185.54
2023-12-05,Tuesday,Dinner,394,Sunny,0,0,235.24,199.56
2023-12-06,Wednesday,Breakfast,390,Rainy,0,0,107.66,100.88
2023-12-06,Wednesday,Lunch,429,Sunny,0,0,225.21,210.23
2023-12-06,Wednesday,Dinner,425,Sunny,0,0,254.98,231.91
2023-12-07,Thursday,Breakfast,447,Cold,0,0,124.8,106.62
2023-12-07,Thursday,Lunch,449,Sunny,0,0,225.04,199.5
2023-12-07,Thursday,Dinner,402,Sunny,0,0,207.26,189.75
2023-12-08,Friday,Breakfast,412,Sunny,0,0,127.93,110.69
2023-12-08,Friday,Lunch,388,Sunny,0,0,214.78,179.97
2023-12-08,Friday,Dinner,382,Sunny,0,0,246.7,207.34
2023-12-09,Saturday,Breakfast,244,Rainy,0,1,63.14,56.02
2023-12-09,Saturday,Lunch,200,Sunny,0,1,102.31,95.59
2023-12-09,Saturday,Dinner,222,Cold,0,1,124.49,104.03
2023-12-10,Sunday,Breakfast,269,Sunny,0,1,68.93,62.81
2023-12-10,Sunday,Lunch,218,Sunny,0,1,112.17,93.8
2023-12-10,Sunday,Dinner,193,Rainy,0,1,98.97,86.86
2023-12-11,Monday,Breakfast,444,Sunny,0,0,119.39,104.02
2023-12-11,Monday,Lunch,430,Sunny,0,0,202.89,186.51
2023-12-11,Monday,Dinner,447,Cold,0,0,260.8,221.59
2023-12-12,Tuesday,Breakfast,413,Sunny,0,0,107.12,96.16
2023-12-12,Tuesday,Lunch,418,Sunny,0,0,217.1,186.0
2023-12-12,Tuesday,Dinner,428,Sunny,0,0,243.73,231.53
2023-12-13,Wednesday,Breakfast,420,Rainy,0,0,116.31,105.87
2023-12-13,Wednesday,Lunch,391,Rainy,0,0,206.71,174.92
2023-12-13,Wednesday,Dinner,422,Sunny,0,0,257.16,223.84
2023-12-14,Thursday,Breakfast,409,Sunny,0,0,119.95,108.45
2023-12-14,Thursday,Lunch,408,Sunny,0,0,211.48,198.82
2023-12-14,Thursday,Dinner,426,Sunny,0,0,240.73,208.98
2023-12-15,Friday,Breakfast,387,Sunny,0,0,119.78,102.01
2023-12-15,Friday,Lunch,394,Rainy,0,0,216.17,182.84
2023-12-15,Friday,Dinner,415,Sunny,0,0,266.49,224.89
2023-12-16,Saturday,Breakfast,220,Sunny,0,1,59.64,53.82
2023-12-16,Saturday,Lunch,205,Sunny,0,1,104.89,98.91
2023-12-16,Saturday,Dinner,240,Sunny,0,1,123.16,116.27
2023-12-17,Sunday,Breakfast,204,Rainy,0,1,59.5,54.93
2023-12-17,Sunday,Lunch,221,Sunny,0,1,124.45,106.88
2023-12-17,Sunday,Dinner,226,Sunny,0,1,127.07,120.85
2023-12-18,Monday,Breakfast,409,Cold,0,0,121.24,107.16
2023-12-18,Monday,Lunch,418,Sunny,0,0,216.88,188.87
2023-12-18,Monday,Dinner,410,Rainy,0,0,235.9,219.81
2023-12-19,Tuesday,Breakfast,412,Sunny,0,0,116.21,106.86
2023-12-19,Tuesday,Lunch,425,Rainy,0,0,223.23,188.12
2023-12-19,Tuesday,Dinner,449,Sunny,0,0,253.43,212.51
2023-12-20,Wednesday,Breakfast,447,Sunny,0,0,108.39,100.91
2023-12-20,Wednesday,Lunch,449,Sunny,0,0,237.98,202.15
2023-12-20,Wednesday,Dinner,383,Sunny,0,0,215.77,182.96
2023-12-21,Thursday,Breakfast,401,Sunny,0,0,112.37,103.74
2023-12-21,Thursday,Lunch,384,Sunny,0,0,193.87,165.51
2023-12-21,Thursday,Dinner,436,Sunny,0,0,253.95,222.64
2023-12-22,Friday,Breakfast,438,Sunny,0,0,113.97,104.58
2023-12-22,Friday,Lunch,418,Sunny,0,0,197.68,185.85
2023-12-22,Friday,Dinner,431,Sunny,0,0,225.1,202.44
2023-12-23,Saturday,Breakfast,200,Sunny,0,1,54.43,48.71
2023-12-23,Saturday,Lunch,228,Sunny,0,1,112.93,95.54
2023-12-23,Saturday,Dinner,219,Sunny,0,1,111.72,99.33
2023-12-24,Sunday,Breakfast,229,Sunny,0,1,64.19,59.62
2023-12-24,Sunday,Lunch,202,Rainy,0,1,106.0,99.03
2023-12-24,Sunday,Dinner,224,Sunny,0,1,112.25,102.15
2023-12-25,Monday,Breakfast,392,Rainy,0,0,105.72,98.66
2023-12-25,Monday,Lunch,383,Rainy,0,0,183.91,161.19
2023-12-25,Monday,Dinner,405,Sunny,0,0,207.32,195.03
2023-12-26,Tuesday,Breakfast,397,Sunny,0,0,112.37,97.82
2023-12-26,Tuesday,Lunch,400,Sunny,0,0,206.13,180.68
2023-12-26,Tuesday,Dinner,447,Sunny,0,0,252.43,222.21
2023-12-27,Wednesday,Breakfast,445,Rainy,0,0,116.49,107.31
2023-12-27,Wednesday,Lunch,400,Sunny,0,0,212.48,188.79
2023-12-27,Wednesday,Dinner,387,Rainy,0,0,224.52,205.34
2023-12-28,Thursday,Breakfast,427,Sunny,0,0,135.4,115.06
2023-12-28,Thursday,Lunch,417,Sunny,0,0,227.17,202.04
2023-12-28,Thursday,Dinner,403,Rainy,0,0,210.82,190.22
2023-12-29,Friday,Breakfast,440,Rainy,0,0,116.75,107.88
2023-12-29,Friday,Lunch,406,Sunny,0,0,198.45,170.86
2023-12-29,Friday,Dinner,399,Sunny,0,0,233.42,194.95
2023-12-30,Saturday,Breakfast,215,Sunny,0,1,56.18,49.34
2023-12-30,Saturday,Lunch,233,Sunny,0,1,109.43,103.42
2023-12-30,Saturday,Dinner,226,Sunny,0,1,111.97,105.08
2023-12-31,Sunday,Breakfast,191,Sunny,0,1,52.68,48.8
2023-12-31,Sunday,Lunch,202,Sunny,0,1,116.9,99.22
2023-12-31,Sunday,Dinner,200,Sunny,0,1,105.86,94.2
2024-01-01,Monday,Breakfast,383,Sunny,0,0,113.97,96.19
2024-01-01,Monday,Lunch,393,Rainy,0,0,200.11,187.18
2024-01-01,Monday,Dinner,409,Sunny,0,0,211.87,194.47
2024-01-02,Tuesday,Breakfast,420,Sunny,0,0,122.29,114.4
2024-01-02,Tuesday,Lunch,448,Sunny,0,0,234.04,212.6
2024-01-02,Tuesday,Dinner,392,Rainy,0,0,216.57,188.51
2024-01-03,Wednesday,Breakfast,420,Sunny,0,0,121.68,104.91
2024-01-03,Wednesday,Lunch,388,Sunny,0,0,199.47,188.42
2024-01-03,Wednesday,Dinner,391,Rainy,0,0,214.39,193.05
2024-01-04,Thursday,Breakfast,391,Sunny,0,0,101.44,90.45
2024-01-04,Thursday,Lunch,434,Sunny,0,0,233.23,194.55
2024-01-04,Thursday,Dinner,428,Rainy,0,0,245.11,210.36
2024-01-05,Friday,Breakfast,385,Sunny,0,0,100.51,90.53
2024-01-05,Friday,Lunch,439,Sunny,0,0,235.51,203.66
2024-01-05,Friday,Dinner,422,Sunny,0,0,235.96,214.25
2024-01-06,Saturday,Breakfast,187,Cold,0,1,45.89,43.26
2024-01-06,Saturday,Lunch,259,Sunny,0,1,131.98,120.05
2024-01-06,Saturday,Dinner,215,Sunny,0,1,115.75,104.13
2024-01-07,Sunday,Breakfast,244,Sunny,0,1,70.15,66.41
2024-01-07,Sunday,Lunch,225,Sunny,0,1,116.06,109.76
2024-01-07,Sunday,Dinner,231,Rainy,0,1,129.42,109.54
2024-01-08,Monday,Breakfast,383,Rainy,0,0,119.5,104.04
2024-01-08,Monday,Lunch,412,Sunny,0,0,225.21,200.98
2024-01-08,Monday,Dinner,384,Sunny,0,0,204.43,191.3
2024-01-09,Tuesday,Breakfast,396,Sunny,0,0,114.87,100.47
2024-01-09,Tuesday,Lunch,416,Rainy,0,0,229.29,200.72
2024-01-09,Tuesday,Dinner,383,Sunny,0,0,213.76,188.36
2024-01-10,Wednesday,Breakfast,426,Sunny,0,0,123.47,115.38
2024-01-10,Wednesday,Lunch,427,Sunny,0,0,222.41,208.47
2024-01-10,Wednesday,Dinner,388,Sunny,0,0,204.62,189.09
2024-01-11,Thursday,Breakfast,421,Sunny,0,0,104.79,95.44
2024-01-11,Thursday,Lunch,437,Sunny,0,0,237.28,205.49
2024-01-11,Thursday,Dinner,403,Sunny,0,0,225.94,192.33
2024-01-12,Friday,Breakfast,448,Sunny,0,0,108.19,101.02
2024-01-12,Friday,Lunch,404,Sunny,0,0,198.21,166.35
2024-01-12,Friday,Dinner,407,Cold,0,0,250.02,214.92
2024-01-13,Saturday,Breakfast,234,Sunny,0,1,68.78,60.11
2024-01-13,Saturday,Lunch,229,Cold,0,1,125.8,107.84
2024-01-13,Saturday,Dinner,258,Sunny,0,1,132.74,118.26
2024-01-14,Sunday,Breakfast,226,Rainy,0,1,63.44,55.86
2024-01-14,Sunday,Lunch,227,Sunny,0,1,122.7,104.5
2024-01-14,Sunday,Dinner,194,Sunny,0,1,106.19,98.82
2024-01-15,Monday,Breakfast,390,Cold,0,0,103.46,95.43
2024-01-15,Monday,Lunch,394,Sunny,0,0,207.73,181.18
2024-01-15,Monday,Dinner,388,Rainy,0,0,208.1,189.7
2024-01-16,Tuesday,Breakfast,413,Sunny,0,0,131.74,110.76
2024-01-16,Tuesday,Lunch,402,Rainy,0,0,227.32,191.09
2024-01-16,Tuesday,Dinner,399,Sunny,0,0,223.57,190.5
2024-01-17,Wednesday,Breakfast,382,Sunny,0,0,101.53,92.43
2024-01-17,Wednesday,Lunch,426,Rainy,0,0,230.75,195.89
2024-01-17,Wednesday,Dinner,400,Sunny,0,0,208.27,198.02
2024-01-18,Thursday,Breakfast,420,Sunny,0,0,124.09,106.93
2024-01-18,Thursday,Lunch,421,Sunny,0,0,199.32,174.92
2024-01-18,Thursday,Dinner,401,Sunny,0,0,224.0,197.68
2024-01-19,Friday,Breakfast,404,Rainy,0,0,114.28,103.9
2024-01-19,Friday,Lunch,433,Sunny,0,0,226.84,200.21
2024-01-19,Friday,Dinner,383,Sunny,0,0,222.49,186.75
2024-01-20,Saturday,Breakfast,253,Sunny,0,1,64.96,60.12
2024-01-20,Saturday,Lunch,210,Sunny,0,1,102.18,90.65
2024-01-20,Saturday,Dinner,194,Cold,0,1,106.36,89.39
2024-01-21,Sunday,Breakfast,262,Sunny,0,1,76.35,68.45
2024-01-21,Sunday,Lunch,236,Sunny,0,1,115.92,101.98
2024-01-21,Sunday,Dinner,224,Sunny,0,1,118.48,107.22
2024-01-22,Monday,Breakfast,388,Sunny,0,0,97.86,92.22
2024-01-22,Monday,Lunch,389,Rainy,0,0,182.56,158.91
2024-01-22,Monday,Dinner,400,Rainy,0,0,218.51,199.4
2024-01-23,Tuesday,Breakfast,417,Sunny,0,0,112.68,105.59
2024-01-23,Tuesday,Lunch,449,Sunny,0,0,226.59,195.92
2024-01-23,Tuesday,Dinner,407,Rainy,0,0,233.49,201.64
2024-01-24,Wednesday,Breakfast,389,Rainy,0,0,110.16,101.83
2024-01-24,Wednesday,Lunch,392,Sunny,0,0,210.3,193.2
2024-01-24,Wednesday,Dinner,413,Sunny,0,0,229.71,202.26
2024-01-25,Thursday,Breakfast,446,Sunny,0,0,134.29,118.62
2024-01-25,Thursday,Lunch,385,Sunny,0,0,209.74,175.87
2024-01-25,Thursday,Dinner,440,Sunny,0,0,224.33,207.68
2024-01-26,Friday,Breakfast,444,Rainy,0,0,129.85,117.1
2024-01-26,Friday,Lunch,416,Sunny,0,0,200.35,177.97
2024-01-26,Friday,Dinner,384,Sunny,0,0,240.52,206.85
2024-01-27,Saturday,Breakfast,218,Sunny,0,1,61.63,53.08
2024-01-27,Saturday,Lunch,250,Rainy,0,1,126.99,117.51
2024-01-27,Saturday,Dinner,210,Sunny,0,1,118.01,101.45
2024-01-28,Sunday,Breakfast,209,Sunny,0,1,61.27,51.19
2024-01-28,Sunday,Lunch,200,Sunny,0,1,94.18,88.79
2024-01-28,Sunday,Dinner,223,Rainy,0,1,132.0,111.79
2024-01-29,Monday,Breakfast,402,Sunny,0,0,120.93,109.27
2024-01-29,Monday,Lunch,421,Rainy,0,0,211.57,182.79
2024-01-29,Monday,Dinner,391,Sunny,0,0,212.79,181.61
2024-01-30,Tuesday,Breakfast,397,Rainy,0,0,122.01,108.05
2024-01-30,Tuesday,Lunch,418,Sunny,0,0,203.58,181.55
2024-01-30,Tuesday,Dinner,423,Cold,0,0,271.27,230.02
2024-01-31,Wednesday,Breakfast,442,Sunny,0,0,134.98,113.98
2024-01-31,Wednesday,Lunch,409,Cold,0,0,206.31,180.95
2024-01-31,Wednesday,Dinner,430,Cold,0,0,237.05,204.02
2024-02-01,Thursday,Breakfast,417,Sunny,0,0,124.63,110.02
2024-02-01,Thursday,Lunch,427,Sunny,0,0,218.73,191.43
2024-02-01,Thursday,Dinner,409,Sunny,0,0,251.69,223.38
2024-02-02,Friday,Breakfast,432,Sunny,0,0,116.52,104.87
2024-02-02,Friday,Lunch,410,Sunny,0,0,209.28,186.1
2024-02-02,Friday,Dinner,391,Sunny,0,0,195.14,182.56
2024-02-03,Saturday,Breakfast,263,Sunny,0,1,75.33,67.85
2024-02-03,Saturday,Lunch,261,Sunny,0,1,136.8,123.77
2024-02-03,Saturday,Dinner,266,Rainy,0,1,153.22,142.42
2024-02-04,Sunday,Breakfast,204,Sunny,0,1,57.34,48.66
2024-02-04,Sunday,Lunch,182,Sunny,0,1,84.45,78.2
2024-02-04,Sunday,Dinner,200,Rainy,0,1,106.41,101.26
2024-02-05,Monday,Breakfast,411,Sunny,0,0,109.18,94.82
2024-02-05,Monday,Lunch,429,Rainy,0,0,211.97,201.87
2024-02-05,Monday,Dinner,446,Rainy,0,0,253.64,241.02
2024-02-06,Tuesday,Breakfast,445,Rainy,0,0,126.35,118.75
2024-02-06,Tuesday,Lunch,432,Cold,0,0,228.64,201.34
2024-02-06,Tuesday,Dinner,446,Sunny,0,0,255.05,227.43
2024-02-07,Wednesday,Breakfast,445,Sunny,0,0,128.3,111.27
2024-02-07,Wednesday,Lunch,435,Sunny,0,0,252.27,211.76
2024-02-07,Wednesday,Dinner,386,Sunny,0,0,191.97,174.61
2024-02-08,Thursday,Breakfast,418,Cold,0,0,119.46,111.74
2024-02-08,Thursday,Lunch,388,Sunny,0,0,191.53,175.72
2024-02-08,Thursday,Dinner,443,Cold,0,0,257.05,217.19
2024-02-09,Friday,Breakfast,408,Rainy,0,0,108.45,101.51
2024-02-09,Friday,Lunch,445,Sunny,0,0,231.67,209.64
2024-02-09,Friday,Dinner,383,Sunny,0,0,220.73,191.36
2024-02-10,Saturday,Breakfast,210,Sunny,0,1,63.08,54.59
2024-02-10,Saturday,Lunch,224,Cold,0,1,112.4,100.58
2024-02-10,Saturday,Dinner,197,Sunny,0,1,102.46,89.48
2024-02-11,Sunday,Breakfast,202,Sunny,0,1,58.52,53.24
2024-02-11,Sunday,Lunch,201,Sunny,0,1,102.05,95.42
2024-02-11,Sunday,Dinner,220,Sunny,0,1,130.67,114.12
2024-02-12,Monday,Breakfast,437,Sunny,0,0,114.44,104.8
2024-02-12,Monday,Lunch,392,Sunny,0,0,191.46,169.69
2024-02-12,Monday,Dinner,427,Sunny,0,0,245.25,222.87
2024-02-13,Tuesday,Breakfast,402,Sunny,0,0,96.56,90.93
2024-02-13,Tuesday,Lunch,410,Cold,0,0,204.85,192.67
2024-02-13,Tuesday,Dinner,439,Rainy,0,0,263.2,224.37
2024-02-14,Wednesday,Breakfast,409,Sunny,0,0,116.06,102.5
2024-02-14,Wednesday,Lunch,418,Sunny,0,0,242.97,204.98
2024-02-14,Wednesday,Dinner,441,Rainy,0,0,255.61,240.06
2024-02-15,Thursday,Breakfast,400,Sunny,0,0,120.38,106.93
2024-02-15,Thursday,Lunch,432,Sunny,0,0,214.29,184.77
2024-02-15,Thursday,Dinner,393,Sunny,0,0,206.45,187.26
2024-02-16,Friday,Breakfast,430,Sunny,0,0,115.75,108.69
2024-02-16,Friday,Lunch,436,Sunny,0,0,234.11,202.03
2024-02-16,Friday,Dinner,396,Rainy,0,0,225.76,202.6
2024-02-17,Saturday,Breakfast,196,Cold,0,1,55.68,51.5
2024-02-17,Saturday,Lunch,210,Rainy,0,1,114.39,98.2
2024-02-17,Saturday,Dinner,219,Rainy,0,1,115.75,107.01
2024-02-18,Sunday,Breakfast,236,Cold,0,1,63.53,56.77
2024-02-18,Sunday,Lunch,240,Sunny,0,1,134.38,115.42
2024-02-18,Sunday,Dinner,185,Cold,0,1,114.62,97.17
2024-02-19,Monday,Breakfast,426,Rainy,0,0,108.28,98.24
2024-02-19,Monday,Lunch,441,Sunny,0,0,212.28,181.71
2024-02-19,Monday,Dinner,438,Sunny,0,0,270.41,234.52
2024-02-20,Tuesday,Breakfast,417,Rainy,0,0,110.68,102.57
2024-02-20,Tuesday,Lunch,401,Sunny,0,0,212.6,181.58
2024-02-20,Tuesday,Dinner,435,Sunny,0,0,247.8,229.71
2024-02-21,Wednesday,Breakfast,385,Rainy,0,0,95.74,88.08
2024-02-21,Wednesday,Lunch,429,Sunny,0,0,227.24,207.58
2024-02-21,Wednesday,Dinner,383,Sunny,0,0,215.18,194.49
2024-02-22,Thursday,Breakfast,418,Rainy,0,0,123.29,113.12
2024-02-22,Thursday,Lunch,413,Sunny,0,0,243.01,202.54
2024-02-22,Thursday,Dinner,398,Rainy,0,0,204.09,194.15
2024-02-23,Friday,Breakfast,383,Sunny,0,0,100.63,95.53
2024-02-23,Friday,Lunch,428,Sunny,0,0,213.45,194.91
2024-02-23,Friday,Dinner,393,Sunny,0,0,210.2,185.98
2024-02-24,Saturday,Breakfast,197,Sunny,0,1,52.79,45.88
2024-02-24,Saturday,Lunch,247,Sunny,0,1,117.13,110.43
2024-02-24,Saturday,Dinner,233,Sunny,0,1,132.09,117.14
2024-02-25,Sunday,Breakfast,263,Sunny,0,1,74.21,66.84
2024-02-25,Sunday,Lunch,265,Rainy,0,1,134.29,114.13
2024-02-25,Sunday,Dinner,218,Rainy,0,1,125.13,116.04
2024-02-26,Monday,Breakfast,429,Sunny,0,0,112.63,102.91
2024-02-26,Monday,Lunch,431,Sunny,0,0,202.05,174.59
2024-02-26,Monday,Dinner,394,Sunny,0,0,206.63,186.66
2024-02-27,Tuesday,Breakfast,414,Sunny,0,0,131.07,113.24
2024-02-27,Tuesday,Lunch,404,Sunny,0,0,205.83,179.93
2024-02-27,Tuesday,Dinner,392,Sunny,0,0,228.67,210.09
2024-02-28,Wednesday,Breakfast,408,Rainy,0,0,116.0,105.33
2024-02-28,Wednesday,Lunch,428,Sunny,0,0,226.5,201.68
2024-02-28,Wednesday,Dinner,437,Cold,0,0,281.3,237.11
2024-02-29,Thursday,Breakfast,417,Sunny,0,0,119.41,103.52
2024-02-29,Thursday,Lunch,442,Sunny,0,0,252.67,215.54
2024-02-29,Thursday,Dinner,448,Rainy,0,0,228.25,214.14
2024-03-01,Friday,Breakfast,390,Sunny,0,0,116.75,99.73
2024-03-01,Friday,Lunch,443,Sunny,0,0,193.64,179.64
2024-03-01,Friday,Dinner,389,Sunny,0,0,205.54,194.55
2024-03-02,Saturday,Breakfast,211,Sunny,0,1,60.8,54.3
2024-03-02,Saturday,Lunch,224,Sunny,0,1,119.03,109.99
2024-03-02,Saturday,Dinner,226,Rainy,0,1,135.92,114.28
2024-03-03,Sunday,Breakfast,214,Sunny,0,1,56.04,49.1
2024-03-03,Sunday,Lunch,205,Sunny,0,1,105.15,93.07
2024-03-03,Sunday,Dinner,186,Sunny,0,1,102.77,95.3
2024-03-04,Monday,Breakfast,414,Rainy,0,0,115.49,104.11
2024-03-04,Monday,Lunch,404,Sunny,0,0,227.59,197.77
2024-03-04,Monday,Dinner,387,Sunny,0,0,222.01,208.62
2024-03-05,Tuesday,Breakfast,449,Cold,0,0,122.31,102.78
2024-03-05,Tuesday,Lunch,407,Rainy,0,0,201.08,180.16
2024-03-05,Tuesday,Dinner,425,Rainy,0,0,219.47,192.69
2024-03-06,Wednesday,Breakfast,395,Sunny,0,0,107.27,95.75
2024-03-06,Wednesday,Lunch,405,Sunny,0,0,178.65,169.33
2024-03-06,Wednesday,Dinner,414,Cold,0,0,227.77,191.09
2024-03-07,Thursday,Breakfast,432,Sunny,0,0,130.48,111.14
2024-03-07,Thursday,Lunch,389,Sunny,0,0,207.06,181.95
2024-03-07,Thursday,Dinner,438,Sunny,0,0,256.93,227.35
2024-03-08,Friday,Breakfast,408,Sunny,0,0,123.64,104.46
2024-03-08,Friday,Lunch,415,Rainy,0,0,195.07,183.1
2024-03-08,Friday,Dinner,386,Sunny,0,0,207.32,188.37
2024-03-09,Saturday,Breakfast,244,Rainy,0,1,60.14,55.52
2024-03-09,Saturday,Lunch,204,Sunny,0,1,91.25,85.27
2024-03-09,Saturday,Dinner,264,Rainy,0,1,137.28,123.57
2024-03-10,Sunday,Breakfast,212,Rainy,0,1,56.78,53.11
2024-03-10,Sunday,Lunch,246,Sunny,0,1,116.66,105.45
2024-03-10,Sunday,Dinner,224,Sunny,0,1,117.88,106.22
2024-03-11,Monday,Breakfast,383,Rainy,0,0,94.51,89.45
2024-03-11,Monday,Lunch,426,Rainy,0,0,229.0,203.73
2024-03-11,Monday,Dinner,396,Rainy,0,0,223.81,205.91
2024-03-12,Tuesday,Breakfast,443,Sunny,0,0,143.18,121.44
2024-03-12,Tuesday,Lunch,428,Cold,0,0,216.96,201.16
2024-03-12,Tuesday,Dinner,412,Sunny,0,0,233.93,201.45
2024-03-13,Wednesday,Breakfast,408,Sunny,0,0,122.75,103.95
2024-03-13,Wednesday,Lunch,385,Sunny,0,0,186.32,161.41
2024-03-13,Wednesday,Dinner,389,Sunny,0,0,201.04,186.18
2024-03-14,Thursday,Breakfast,445,Sunny,0,0,115.72,109.87
2024-03-14,Thursday,Lunch,415,Sunny,0,0,192.66,180.09
2024-03-14,Thursday,Dinner,407,Sunny,0,0,242.86,214.99
2024-03-15,Friday,Breakfast,422,Sunny,0,0,108.51,101.01
2024-03-15,Friday,Lunch,399,Sunny,0,0,204.48,180.25
2024-03-15,Friday,Dinner,446,Sunny,0,0,268.9,229.32
2024-03-16,Saturday,Breakfast,230,Sunny,0,1,57.83,54.77
2024-03-16,Saturday,Lunch,207,Rainy,0,1,91.74,84.72
2024-03-16,Saturday,Dinner,243,Rainy,0,1,139.04,120.41
2024-03-17,Sunday,Breakfast,214,Sunny,0,1,59.59,52.41
2024-03-17,Sunday,Lunch,265,Sunny,0,1,131.29,119.43
2024-03-17,Sunday,Dinner,225,Sunny,0,1,127.02,108.29
2024-03-18,Monday,Breakfast,419,Sunny,0,0,109.76,100.26
2024-03-18,Monday,Lunch,408,Rainy,0,0,224.01,200.76
2024-03-18,Monday,Dinner,409,Rainy,0,0,228.27,201.51
2024-03-19,Tuesday,Breakfast,398,Rainy,0,0,117.3,100.14
2024-03-19,Tuesday,Lunch,435,Sunny,0,0,238.9,204.19
2024-03-19,Tuesday,Dinner,405,Sunny,0,0,203.81,182.36
2024-03-20,Wednesday,Breakfast,406,Sunny,0,0,112.2,95.17
2024-03-20,Wednesday,Lunch,399,Sunny,0,0,201.19,178.86
2024-03-20,Wednesday,Dinner,397,Sunny,0,0,214.64,185.39
2024-03-21,Thursday,Breakfast,434,Sunny,0,0,131.3,113.15
2024-03-21,Thursday,Lunch,391,Cold,0,0,202.36,187.25
2024-03-21,Thursday,Dinner,395,Sunny,0,0,212.94,183.22
2024-03-22,Friday,Breakfast,414,Rainy,0,0,123.88,108.6
2024-03-22,Friday,Lunch,428,Sunny,0,0,212.35,185.35
2024-03-22,Friday,Dinner,383,Sunny,0,0,236.26,204.98
2024-03-23,Saturday,Breakfast,203,Sunny,0,1,58.88,53.72
2024-03-23,Saturday,Lunch,183,Cold,0,1,85.06,79.8
2024-03-23,Saturday,Dinner,224,Rainy,0,1,115.32,105.76
2024-03-24,Sunday,Breakfast,201,Cold,0,1,53.65,47.21
2024-03-24,Sunday,Lunch,263,Sunny,0,1,154.38,129.5
2024-03-24,Sunday,Dinner,259,Sunny,0,1,154.79,132.97
2024-03-25,Monday,Breakfast,449,Sunny,0,0,130.14,118.22
2024-03-25,Monday,Lunch,394,Sunny,0,0,210.2,187.72
2024-03-25,Monday,Dinner,418,Cold,0,0,233.92,204.78
2024-03-26,Tuesday,Breakfast,407,Sunny,0,0,125.89,105.73
2024-03-26,Tuesday,Lunch,419,Rainy,0,0,187.19,173.06
2024-03-26,Tuesday,Dinner,416,Sunny,0,0,222.95,197.72
2024-03-27,Wednesday,Breakfast,383,Sunny,0,0,109.08,96.02
2024-03-27,Wednesday,Lunch,444,Sunny,0,0,233.62,196.39
2024-03-27,Wednesday,Dinner,435,Sunny,0,0,231.93,201.44
2024-03-28,Thursday,Breakfast,420,Rainy,0,0,125.83,110.01
2024-03-28,Thursday,Lunch,449,Sunny,0,0,218.9,186.42
2024-03-28,Thursday,Dinner,399,Rainy,0,0,251.39,217.74
2024-03-29,Friday,Breakfast,422,Sunny,0,0,113.21,102.64
2024-03-29,Friday,Lunch,425,Rainy,0,0,213.88,198.08
2024-03-29,Friday,Dinner,415,Rainy,0,0,233.44,206.49
2024-03-30,Saturday,Breakfast,249,Sunny,0,1,72.39,61.12
2024-03-30,Saturday,Lunch,194,Cold,0,1,84.86,80.65
2024-03-30,Saturday,Dinner,260,Sunny,0,1,159.31,135.97
2024-03-31,Sunday,Breakfast,257,Cold,0,1,71.24,61.6
2024-03-31,Sunday,Lunch,190,Sunny,0,1,101.07,91.45
2024-03-31,Sunday,Dinner,233,Sunny,0,1,143.39,119.9
2024-04-01,Monday,Breakfast,424,Sunny,1,0,127.59,113.7
2024-04-01,Monday,Lunch,425,Sunny,1,0,198.37,184.83
2024-04-01,Monday,Dinner,482,Sunny,1,0,306.64,261.88
2024-04-02,Tuesday,Breakfast,471,Sunny,1,0,125.29,116.05
2024-04-02,Tuesday,Lunch,487,Sunny,1,0,236.52,209.77
2024-04-02,Tuesday,Dinner,440,Sunny,1,0,238.57,224.36
2024-04-03,Wednesday,Breakfast,424,Sunny,1,0,125.42,110.68
2024-04-03,Wednesday,Lunch,452,Sunny,1,0,235.62,197.93
2024-04-03,Wednesday,Dinner,424,Sunny,1,0,267.58,228.59
2024-04-04,Thursday,Breakfast,433,Sunny,1,0,120.03,112.95
2024-04-04,Thursday,Lunch,480,Rainy,1,0,240.61,225.92
2024-04-04,Thursday,Dinner,473,Sunny,1,0,266.33,252.15
2024-04-05,Friday,Breakfast,422,Sunny,1,0,111.21,98.09
2024-04-05,Friday,Lunch,488,Sunny,1,0,246.5,234.75
2024-04-05,Friday,Dinner,432,Sunny,1,0,247.42,208.58
